id,user_id,url,created_at
1,375571119,https://www.youtube.com/watch?v=SFpYdzbld2A&ab_channel=WonderDeep,2023-05-08 20:57:42.000000
2,375571119,https://www.youtube.com/watch?v=2CDJu2SWwJ4&ab_channel=WonderDeep,2023-05-08 20:58:03.000000
3,375571119,https://www.youtube.com/watch?v=2CDJu2SWwJ4&ab_channel=WonderDeep,2023-05-08 20:58:09.000000
4,375571119,https://www.youtube.com/watch?v=sIbzKA6MId8&ab_channel=PyLounge-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%D0%BD%D0%B0Python%D0%B8%D0%B2%D1%81%D1%91%D0%BEIT,2023-05-08 21:48:39.000000
5,375571119,https://www.youtube.com/watch?v=sIbzKA6MId8&ab_channel=PyLounge-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%D0%BD%D0%B0Python%D0%B8%D0%B2%D1%81%D1%91%D0%BEIT,2023-05-08 21:53:35.000000
6,375571119,https://www.youtube.com/watch?v=sIbzKA6MId8&ab_channel=PyLounge-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%D0%BD%D0%B0Python%D0%B8%D0%B2%D1%81%D1%91%D0%BEIT,2023-05-08 21:53:42.000000
7,375571119,https://www.youtube.com/watch?v=jQ_k9eDir0E&ab_channel=ZoomKaraokeOfficial,2023-05-09 02:26:02.000000
8,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:26:03.000000
9,375571119,https://www.youtube.com/watch?v=jQ_k9eDir0E&ab_channel=ZoomKaraokeOfficial,2023-05-09 02:29:30.000000
10,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:29:31.000000
11,375571119,https://www.youtube.com/watch?v=jQ_k9eDir0E&ab_channel=ZoomKaraokeOfficial,2023-05-09 02:35:43.000000
12,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:35:43.000000
13,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:43:26.000000
14,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:44:35.000000
15,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:44:35.000000
16,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:45:27.000000
17,375571119,https://www.youtube.com/watch?v=utrkSO68KrE&ab_channel=Geoffplaysguitar-Topic,2023-05-09 02:45:28.000000
18,593437728,https://youtu.be/1rG8ufEQA88,2023-05-17 22:20:07.000000
19,6075236906,https://youtu.be/oZRtOC1ZWYQ,2023-05-17 22:20:18.000000
20,593437728,https://youtu.be/t3iU-7HND54,2023-05-17 22:20:56.000000
21,6075236906,https://youtu.be/wQfe7Clrl04,2023-05-17 22:21:02.000000
22,1622817526,https://youtu.be/co4DeObhp0A,2023-05-17 22:21:09.000000
23,1622817526,https://youtu.be/pBd7-d1rgJo,2023-05-17 22:21:10.000000
24,1622817526,https://youtu.be/X9BESBcuEuU,2023-05-17 22:21:25.000000
25,593437728,https://youtu.be/UK7YT_z1NaM,2023-05-17 22:21:27.000000
26,593437728,https://youtu.be/nOz8QRycPRo,2023-05-17 22:21:45.000000
27,400971250,https://youtu.be/g-cvByECSlE,2023-05-17 22:22:40.000000
28,6075236906,https://youtu.be/sxHQbXm9CYs,2023-05-17 22:22:40.000000
29,6075236906,https://youtu.be/7XzJ9vg47qw,2023-05-17 22:22:41.000000
30,186926393,https://youtu.be/pnXs36oU5RU,2023-05-17 22:23:32.000000
31,400971250,https://youtu.be/BP-LutXnC24,2023-05-17 22:23:37.000000
32,593437728,https://youtu.be/488aVBHUIHI,2023-05-17 22:23:55.000000
33,186926393,https://youtu.be/IB57qB6kW6Q,2023-05-17 22:23:56.000000
34,186926393,https://youtu.be/XDLMlLUIgBU,2023-05-17 22:24:16.000000
35,186926393,https://youtu.be/22S0q3vENGs,2023-05-17 22:24:32.000000
36,186926393,https://youtu.be/wX7c72id_V4,2023-05-17 22:24:46.000000
37,186926393,https://youtu.be/ZDELkiyWOOY,2023-05-17 22:24:59.000000
38,593437728,https://youtu.be/ioqGmaBHUrk,2023-05-17 22:25:03.000000
39,186926393,https://youtu.be/fQ14cClXDiA,2023-05-17 22:25:12.000000
40,400971250,https://youtu.be/bpus_s5cAdc,2023-05-17 22:25:30.000000
41,593437728,https://youtu.be/nturlhtt7WA,2023-05-17 22:25:56.000000
42,186279815,https://youtu.be/HXKUDAFAvV4,2023-05-17 22:27:07.000000
43,317947062,https://youtu.be/mxYQWFnlQ2Q,2023-05-17 22:27:25.000000
44,400971250,https://youtu.be/0BkBo5Aqv_o,2023-05-17 22:28:45.000000
45,186926393,https://youtu.be/pnXs36oU5RU,2023-05-17 22:37:27.000000
46,208361769,https://youtu.be/n24s-klOW0c,2023-05-17 22:37:42.000000
47,186926393,https://youtu.be/IB57qB6kW6Q,2023-05-17 22:37:43.000000
48,186926393,https://youtu.be/XDLMlLUIgBU,2023-05-17 22:37:54.000000
49,186926393,https://youtu.be/22S0q3vENGs,2023-05-17 22:38:06.000000
50,186926393,https://youtu.be/wX7c72id_V4,2023-05-17 22:38:32.000000
51,882101257,https://youtu.be/edorf0kTnJw,2023-05-17 22:38:44.000000
52,186926393,https://youtu.be/fQ14cClXDiA,2023-05-17 22:38:45.000000
53,186279815,https://youtu.be/XOOs58AIqrQ,2023-05-17 22:43:47.000000
54,208361769,https://youtu.be/VVGQfrGZOkI,2023-05-17 22:49:20.000000
55,317947062,https://youtu.be/MbiD59JXNRY,2023-05-17 22:52:19.000000
56,882101257,https://youtu.be/2bb67GtsI80,2023-05-17 22:57:09.000000
57,956955911,https://youtu.be/ymKTKogXBuA,2023-05-17 22:57:16.000000
58,882101257,https://youtu.be/eOGaj0N_Vuk,2023-05-17 22:59:38.000000
59,1343001205,https://youtu.be/ueA-n3cDRgk,2023-05-17 23:10:27.000000
60,6075236906,https://youtu.be/lTdKu48t2MY,2023-05-17 22:20:18.000000
61,6025193051,https://youtu.be/n2biHHI6bqM,2023-05-17 23:13:47.000000
62,392115841,https://youtu.be/BaYMCbo9D84,2023-05-17 23:17:50.000000
63,1622817526,https://youtu.be/iU6U2_cQmQ0,2023-05-17 23:25:49.000000
64,1622817526,https://youtu.be/eRNSTqQQLUI,2023-05-17 23:27:48.000000
65,625885058,https://youtu.be/C-tbyJLrTPc,2023-05-17 23:27:50.000000
66,6075236906,https://youtu.be/NxilU56kPu0,2023-05-17 23:29:22.000000
